input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,nm_compatibility,input_shape,output_shape
89,layer2.0.conv3,Conv2d,MM,784,128,512,0.4769,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
89,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3015,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
89,layer2.1.conv1,Conv2d,MM,784,512,128,0.4759,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
89,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5441,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
89,layer2.1.conv3,Conv2d,MM,784,128,512,0.4637,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
89,layer2.2.conv1,Conv2d,MM,784,512,128,0.3328,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
89,layer2.2.conv2,Conv2d,MM,784,1152,128,0.44,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
89,layer2.2.conv3,Conv2d,MM,784,128,512,0.5641,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
89,layer2.3.conv1,Conv2d,MM,784,512,128,0.3444,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
89,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4869,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
89,layer2.3.conv3,Conv2d,MM,784,128,512,0.5781,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
89,layer3.0.conv1,Conv2d,MM,784,512,256,0.3021,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
89,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4615,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
89,layer3.0.conv3,Conv2d,MM,196,256,1024,0.5138,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.3021,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
89,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4914,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
89,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5513,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
89,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5401,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3674,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
89,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5127,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
89,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5067,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3219,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
89,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5017,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
89,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5466,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3155,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
89,layer3.4.conv2,Conv2d,MM,196,2304,256,0.4897,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
89,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4757,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3409,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
89,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4806,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
89,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4895,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
89,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3167,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
89,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5373,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
89,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5242,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
89,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3167,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
89,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4861,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
89,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5277,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
89,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5214,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
89,layer4.2.conv1,Conv2d,MM,49,2048,512,0.358,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
89,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4734,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
89,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4964,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
89,fc,Linear,MV,1,2048,1000,0.0547,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
90,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
90,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
90,layer1.0.conv2,Conv2d,MM,3136,576,64,0.4501,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
90,layer1.0.conv3,Conv2d,MM,3136,64,256,0.503,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
90,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
90,layer1.1.conv1,Conv2d,MM,3136,256,64,0.477,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
90,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4918,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
90,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5653,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
90,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3399,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
90,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5108,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
90,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4891,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
90,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3013,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
90,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4866,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
90,layer2.0.conv3,Conv2d,MM,784,128,512,0.4782,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
90,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3013,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
90,layer2.1.conv1,Conv2d,MM,784,512,128,0.4755,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
90,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5448,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
90,layer2.1.conv3,Conv2d,MM,784,128,512,0.4625,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
90,layer2.2.conv1,Conv2d,MM,784,512,128,0.3317,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
90,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4393,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
90,layer2.2.conv3,Conv2d,MM,784,128,512,0.5635,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
90,layer2.3.conv1,Conv2d,MM,784,512,128,0.3441,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
90,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4856,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
90,layer2.3.conv3,Conv2d,MM,784,128,512,0.5771,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
90,layer3.0.conv1,Conv2d,MM,784,512,256,0.3022,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
90,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4622,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
90,layer3.0.conv3,Conv2d,MM,196,256,1024,0.5116,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.3022,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
90,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4923,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
90,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5546,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
90,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5395,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3676,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
90,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5132,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
90,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5084,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3218,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
90,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5014,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
90,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5483,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3163,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
90,layer3.4.conv2,Conv2d,MM,196,2304,256,0.491,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
90,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4764,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3405,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
90,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4828,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
90,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4897,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
90,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3162,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
90,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5377,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
90,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5226,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
90,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3162,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
90,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4867,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
90,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5278,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
90,layer4.1.conv3,Conv2d,MM,49,512,2048,0.523,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
90,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3582,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
90,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4758,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
90,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4972,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
90,fc,Linear,MV,1,2048,1000,0.0557,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
91,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
91,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
91,layer1.0.conv2,Conv2d,MM,3136,576,64,0.4485,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
91,layer1.0.conv3,Conv2d,MM,3136,64,256,0.5032,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
91,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
91,layer1.1.conv1,Conv2d,MM,3136,256,64,0.477,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
91,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4921,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
91,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5656,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
91,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3395,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
91,layer1.2.conv2,Conv2d,MM,3136,576,64,0.51,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
91,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4901,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
91,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3019,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
91,layer2.0.conv2,Conv2d,MM,784,1152,128,0.487,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
91,layer2.0.conv3,Conv2d,MM,784,128,512,0.478,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
91,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3019,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
91,layer2.1.conv1,Conv2d,MM,784,512,128,0.4762,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
91,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5446,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
91,layer2.1.conv3,Conv2d,MM,784,128,512,0.4622,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
91,layer2.2.conv1,Conv2d,MM,784,512,128,0.3328,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
91,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4396,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
91,layer2.2.conv3,Conv2d,MM,784,128,512,0.5627,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
91,layer2.3.conv1,Conv2d,MM,784,512,128,0.344,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
91,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4869,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
91,layer2.3.conv3,Conv2d,MM,784,128,512,0.5782,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
91,layer3.0.conv1,Conv2d,MM,784,512,256,0.3025,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
91,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4619,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
91,layer3.0.conv3,Conv2d,MM,196,256,1024,0.5133,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.3025,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
91,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4918,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
91,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5536,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
91,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5402,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3675,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
91,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5109,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
91,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5064,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3225,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
91,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5006,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
91,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5484,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3151,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
91,layer3.4.conv2,Conv2d,MM,196,2304,256,0.491,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
91,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4755,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3407,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
91,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4815,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
91,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4897,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
91,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3168,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
91,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5377,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
91,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5233,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
91,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3168,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
91,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4855,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
91,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5277,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
91,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5226,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
91,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3581,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
91,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4733,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
91,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4959,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
91,fc,Linear,MV,1,2048,1000,0.0513,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
92,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
92,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
92,layer1.0.conv2,Conv2d,MM,3136,576,64,0.45,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
92,layer1.0.conv3,Conv2d,MM,3136,64,256,0.501,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
92,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
92,layer1.1.conv1,Conv2d,MM,3136,256,64,0.4774,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
92,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4929,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
92,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5648,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
92,layer1.2.conv1,Conv2d,MM,3136,256,64,0.34,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
92,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5102,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
92,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4898,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
92,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3016,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
92,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4868,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
92,layer2.0.conv3,Conv2d,MM,784,128,512,0.4767,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
92,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3016,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
92,layer2.1.conv1,Conv2d,MM,784,512,128,0.4755,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
92,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5443,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
92,layer2.1.conv3,Conv2d,MM,784,128,512,0.4629,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
92,layer2.2.conv1,Conv2d,MM,784,512,128,0.3321,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
92,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4394,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
92,layer2.2.conv3,Conv2d,MM,784,128,512,0.5634,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
92,layer2.3.conv1,Conv2d,MM,784,512,128,0.3449,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
92,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4866,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
92,layer2.3.conv3,Conv2d,MM,784,128,512,0.5789,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
92,layer3.0.conv1,Conv2d,MM,784,512,256,0.3019,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
92,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4619,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
92,layer3.0.conv3,Conv2d,MM,196,256,1024,0.5125,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
92,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.3019,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
92,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4911,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
92,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5533,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
92,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5395,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
92,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3677,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
92,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5119,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
92,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5083,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
92,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3217,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
92,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5013,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
92,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5487,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
92,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3164,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
92,layer3.4.conv2,Conv2d,MM,196,2304,256,0.4915,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
92,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4765,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
92,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3399,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
92,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4813,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
