input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,nm_compatibility,input_shape,output_shape
11,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4813,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
11,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4897,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
11,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3169,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
11,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5366,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
11,layer4.0.conv3,Conv2d,MM,49,512,2048,0.523,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
11,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3169,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
11,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4857,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
11,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5273,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
11,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5219,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
11,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3587,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
11,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4735,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
11,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4981,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
11,fc,Linear,MV,1,2048,1000,0.0532,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
12,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
12,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0023,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
12,layer1.0.conv2,Conv2d,MM,3136,576,64,0.449,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
12,layer1.0.conv3,Conv2d,MM,3136,64,256,0.5028,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
12,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0023,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
12,layer1.1.conv1,Conv2d,MM,3136,256,64,0.4774,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
12,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4922,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
12,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5652,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
12,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3399,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
12,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5103,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
12,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4913,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
12,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3015,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
12,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4869,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
12,layer2.0.conv3,Conv2d,MM,784,128,512,0.4769,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
12,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3015,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
12,layer2.1.conv1,Conv2d,MM,784,512,128,0.4759,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
12,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5448,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
12,layer2.1.conv3,Conv2d,MM,784,128,512,0.463,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
12,layer2.2.conv1,Conv2d,MM,784,512,128,0.333,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
12,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4394,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
12,layer2.2.conv3,Conv2d,MM,784,128,512,0.5624,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
12,layer2.3.conv1,Conv2d,MM,784,512,128,0.3441,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
12,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4864,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
12,layer2.3.conv3,Conv2d,MM,784,128,512,0.5778,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
12,layer3.0.conv1,Conv2d,MM,784,512,256,0.302,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
12,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4614,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
12,layer3.0.conv3,Conv2d,MM,196,256,1024,0.513,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.302,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
12,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4913,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
12,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5522,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
12,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5397,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3685,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
12,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5113,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
12,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5085,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3216,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
12,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5021,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
12,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5472,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer3.4.conv1,Conv2d,MM,196,1024,256,0.316,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
12,layer3.4.conv2,Conv2d,MM,196,2304,256,0.4912,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
12,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4761,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3405,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
12,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4803,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
12,layer3.5.conv3,Conv2d,MM,196,256,1024,0.49,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
12,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3161,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
12,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5375,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
12,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5232,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
12,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3161,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
12,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4862,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
12,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5272,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
12,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5234,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
12,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3582,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
12,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4737,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
12,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4971,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
12,fc,Linear,MV,1,2048,1000,0.0542,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
13,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
13,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0027,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
13,layer1.0.conv2,Conv2d,MM,3136,576,64,0.4501,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
13,layer1.0.conv3,Conv2d,MM,3136,64,256,0.5026,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
13,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0027,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
13,layer1.1.conv1,Conv2d,MM,3136,256,64,0.4768,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
13,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4931,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
13,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5632,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
13,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3398,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
13,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5102,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
13,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4906,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
13,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3016,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
13,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4878,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
13,layer2.0.conv3,Conv2d,MM,784,128,512,0.4776,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
13,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3016,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
13,layer2.1.conv1,Conv2d,MM,784,512,128,0.4755,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
13,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5433,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
13,layer2.1.conv3,Conv2d,MM,784,128,512,0.4624,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
13,layer2.2.conv1,Conv2d,MM,784,512,128,0.3332,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
13,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4394,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
13,layer2.2.conv3,Conv2d,MM,784,128,512,0.5627,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
13,layer2.3.conv1,Conv2d,MM,784,512,128,0.3444,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
13,layer2.3.conv2,Conv2d,MM,784,1152,128,0.485,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
13,layer2.3.conv3,Conv2d,MM,784,128,512,0.5779,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
13,layer3.0.conv1,Conv2d,MM,784,512,256,0.302,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
13,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4611,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
13,layer3.0.conv3,Conv2d,MM,196,256,1024,0.513,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.302,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
13,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4924,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
13,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5535,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
13,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5382,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3672,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
13,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5121,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
13,layer3.2.conv3,Conv2d,MM,196,256,1024,0.508,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3224,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
13,layer3.3.conv2,Conv2d,MM,196,2304,256,0.5007,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
13,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5473,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3167,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
13,layer3.4.conv2,Conv2d,MM,196,2304,256,0.4907,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
13,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4775,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3408,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
13,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4824,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
13,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4895,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
13,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3164,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
13,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5378,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
13,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5234,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
13,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3164,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
13,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4862,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
13,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5274,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
13,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5236,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
13,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3576,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
13,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4725,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
13,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4974,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
13,fc,Linear,MV,1,2048,1000,0.0518,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
14,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
14,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
14,layer1.0.conv2,Conv2d,MM,3136,576,64,0.4502,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
14,layer1.0.conv3,Conv2d,MM,3136,64,256,0.5021,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
14,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
14,layer1.1.conv1,Conv2d,MM,3136,256,64,0.4767,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
14,layer1.1.conv2,Conv2d,MM,3136,576,64,0.492,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
14,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5643,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
14,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3396,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
14,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5096,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
14,layer1.2.conv3,Conv2d,MM,3136,64,256,0.4899,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
14,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3015,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
14,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4866,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
14,layer2.0.conv3,Conv2d,MM,784,128,512,0.4767,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
14,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3015,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
14,layer2.1.conv1,Conv2d,MM,784,512,128,0.4765,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
14,layer2.1.conv2,Conv2d,MM,784,1152,128,0.5445,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
14,layer2.1.conv3,Conv2d,MM,784,128,512,0.4641,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
14,layer2.2.conv1,Conv2d,MM,784,512,128,0.3322,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
14,layer2.2.conv2,Conv2d,MM,784,1152,128,0.4412,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
14,layer2.2.conv3,Conv2d,MM,784,128,512,0.5648,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
14,layer2.3.conv1,Conv2d,MM,784,512,128,0.3434,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
14,layer2.3.conv2,Conv2d,MM,784,1152,128,0.4855,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 128, 28, 28)"
14,layer2.3.conv3,Conv2d,MM,784,128,512,0.5773,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
14,layer3.0.conv1,Conv2d,MM,784,512,256,0.3018,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 256, 28, 28)"
14,layer3.0.conv2,Conv2d,MM,196,2304,256,0.4617,0.0,0.5,1.0,"(1, 256, 28, 28)","(1, 256, 14, 14)"
14,layer3.0.conv3,Conv2d,MM,196,256,1024,0.5141,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer3.0.downsample.0,Conv2d,MM,196,512,1024,0.3018,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 1024, 14, 14)"
14,layer3.1.conv1,Conv2d,MM,196,1024,256,0.4913,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
14,layer3.1.conv2,Conv2d,MM,196,2304,256,0.5542,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
14,layer3.1.conv3,Conv2d,MM,196,256,1024,0.5394,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer3.2.conv1,Conv2d,MM,196,1024,256,0.3679,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
14,layer3.2.conv2,Conv2d,MM,196,2304,256,0.5133,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
14,layer3.2.conv3,Conv2d,MM,196,256,1024,0.5076,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer3.3.conv1,Conv2d,MM,196,1024,256,0.3218,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
14,layer3.3.conv2,Conv2d,MM,196,2304,256,0.502,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
14,layer3.3.conv3,Conv2d,MM,196,256,1024,0.5474,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer3.4.conv1,Conv2d,MM,196,1024,256,0.3167,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
14,layer3.4.conv2,Conv2d,MM,196,2304,256,0.4909,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
14,layer3.4.conv3,Conv2d,MM,196,256,1024,0.4761,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer3.5.conv1,Conv2d,MM,196,1024,256,0.3408,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 256, 14, 14)"
14,layer3.5.conv2,Conv2d,MM,196,2304,256,0.4816,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 256, 14, 14)"
14,layer3.5.conv3,Conv2d,MM,196,256,1024,0.4916,0.0,0.5,1.0,"(1, 256, 14, 14)","(1, 1024, 14, 14)"
14,layer4.0.conv1,Conv2d,MM,196,1024,512,0.3159,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 512, 14, 14)"
14,layer4.0.conv2,Conv2d,MM,49,4608,512,0.5377,0.0,0.5,1.0,"(1, 512, 14, 14)","(1, 512, 7, 7)"
14,layer4.0.conv3,Conv2d,MM,49,512,2048,0.5229,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
14,layer4.0.downsample.0,Conv2d,MM,49,1024,2048,0.3159,0.0,0.5,1.0,"(1, 1024, 14, 14)","(1, 2048, 7, 7)"
14,layer4.1.conv1,Conv2d,MM,49,2048,512,0.4856,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
14,layer4.1.conv2,Conv2d,MM,49,4608,512,0.5276,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
14,layer4.1.conv3,Conv2d,MM,49,512,2048,0.5212,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
14,layer4.2.conv1,Conv2d,MM,49,2048,512,0.3586,0.0,0.5,1.0,"(1, 2048, 7, 7)","(1, 512, 7, 7)"
14,layer4.2.conv2,Conv2d,MM,49,4608,512,0.4741,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 512, 7, 7)"
14,layer4.2.conv3,Conv2d,MM,49,512,2048,0.4981,0.0,0.5,1.0,"(1, 512, 7, 7)","(1, 2048, 7, 7)"
14,fc,Linear,MV,1,2048,1000,0.0532,0.0,0.5,1.0,"(1, 2048)","(1, 1000)"
15,conv1,Conv2d,MM,12544,147,64,0.0,0.0,0.5,1.0,"(1, 3, 224, 224)","(1, 64, 112, 112)"
15,layer1.0.conv1,Conv2d,MM,3136,64,64,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
15,layer1.0.conv2,Conv2d,MM,3136,576,64,0.4488,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
15,layer1.0.conv3,Conv2d,MM,3136,64,256,0.5028,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
15,layer1.0.downsample.0,Conv2d,MM,3136,64,256,0.0025,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
15,layer1.1.conv1,Conv2d,MM,3136,256,64,0.4771,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
15,layer1.1.conv2,Conv2d,MM,3136,576,64,0.4918,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
15,layer1.1.conv3,Conv2d,MM,3136,64,256,0.5635,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
15,layer1.2.conv1,Conv2d,MM,3136,256,64,0.3396,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 64, 56, 56)"
15,layer1.2.conv2,Conv2d,MM,3136,576,64,0.5099,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 64, 56, 56)"
15,layer1.2.conv3,Conv2d,MM,3136,64,256,0.491,0.0,0.5,1.0,"(1, 64, 56, 56)","(1, 256, 56, 56)"
15,layer2.0.conv1,Conv2d,MM,3136,256,128,0.3013,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 128, 56, 56)"
15,layer2.0.conv2,Conv2d,MM,784,1152,128,0.4863,0.0,0.5,1.0,"(1, 128, 56, 56)","(1, 128, 28, 28)"
15,layer2.0.conv3,Conv2d,MM,784,128,512,0.4778,0.0,0.5,1.0,"(1, 128, 28, 28)","(1, 512, 28, 28)"
15,layer2.0.downsample.0,Conv2d,MM,784,256,512,0.3013,0.0,0.5,1.0,"(1, 256, 56, 56)","(1, 512, 28, 28)"
15,layer2.1.conv1,Conv2d,MM,784,512,128,0.4753,0.0,0.5,1.0,"(1, 512, 28, 28)","(1, 128, 28, 28)"
